GIA;Код ОО;Краткое наименование ОО;Вид ОО;Тип ОО;Выпускник;Код предмета;Предмет;Вариант;Часть В;1_Часть В;2_Часть В;3_Часть В;4_Часть В;5_Часть В;6_Часть В;7_Часть В;8_Часть В;9_Часть В;10_Часть В;11_Часть В;12_Часть В;13_Часть В;14_Часть В;15_Часть В;16_Часть В;17_Часть В;18_Часть В;Часть С;1_Часть С;2_Часть С;Часть D;Первичный балл;% Оценка;Оцека по 100;Оцека по 5
1;247015;"МОУ ""ГИМНАЗИЯ № 5""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;22;100;0;5
1;247015;"МОУ ""ГИМНАЗИЯ № 5""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;+-+-++-++++++++-++;+;-;+;-;+;+;-;+;+;+;+;+;+;+;+;-;+;+;0(2)0(2);0;0;;14;63;0;4
1;247015;"МОУ ""ГИМНАЗИЯ № 5""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;+-++++++--+--++-+-;+;-;+;+;+;+;+;+;-;-;+;-;-;+;+;-;+;-;2(2)2(2);2;2;;15;68;0;4
1;247016;МБОУ Лицей № 15 Заводского района г. Саратова;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;+-++++++++++-++-++;+;-;+;+;+;+;+;+;+;+;+;+;-;+;+;-;+;+;2(2)0(2);2;0;;17;77;0;4
1;247023;"МБОУ ""СОШ № 23""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;---+--+---+-------;-;-;-;+;-;-;+;-;-;-;+;-;-;-;-;-;-;-;0(2)0(2);0;0;;3;13;0;2
1;247023;"МБОУ ""СОШ № 23""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;82730;-+-+++--+--+----+-;-;+;-;+;+;+;-;-;+;-;-;+;-;-;-;-;+;-;0(2)0(2);0;0;;7;31;0;3
1;247026;"МОУ ""Лицей № 53""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;-++-++++++-+++++++;-;+;+;-;+;+;+;+;+;+;-;+;+;+;+;+;+;+;0(2)2(2);0;2;;17;77;0;4
1;247027;"МОУ ""СОШ № 59 с углубленным изучением предметов""";Средняя общеобразовательная школа с углубленным изучением отдельных предметов;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;-++-+-+++++-++++++;-;+;+;-;+;-;+;+;+;+;+;-;+;+;+;+;+;+;1(2)2(2);1;2;;17;77;0;4
1;247027;"МОУ ""СОШ № 59 с углубленным изучением предметов""";Средняя общеобразовательная школа с углубленным изучением отдельных предметов;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+++++++++++++++-++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;1(2)2(2);1;2;;20;90;0;5
1;247027;"МОУ ""СОШ № 59 с углубленным изучением предметов""";Средняя общеобразовательная школа с углубленным изучением отдельных предметов;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;+-++--++---+++-+--;+;-;+;+;-;-;+;+;-;-;-;+;+;+;-;+;-;-;2(2)0(2);2;0;;11;50;0;3
1;247033;"МОУ ""СОШ № 38""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;-----++-----------;-;-;-;-;-;+;+;-;-;-;-;-;-;-;-;-;-;-;0(2)0(2);0;0;;2;9;0;2
1;247033;"МОУ ""СОШ № 38""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++--+++-++-----+-+;+;+;-;-;+;+;+;-;+;+;-;-;-;-;-;+;-;+;0(2)0(2);0;0;;9;40;0;3
1;247033;"МОУ ""СОШ № 38""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++--++++++--------;+;+;-;-;+;+;+;+;+;+;-;-;-;-;-;-;-;-;0(2)0(2);0;0;;8;36;0;3
1;247043;"МОУ ""СОШ № 40""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;---+-+++-+-+-++-++;-;-;-;+;-;+;+;+;-;+;-;+;-;+;+;-;+;+;0(2)0(2);0;0;;10;45;0;3
1;247043;"МОУ ""СОШ № 40""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+-+++++----+------;+;-;+;+;+;+;+;-;-;-;-;+;-;-;-;-;-;-;0(2)0(2);0;0;;7;31;0;3
1;247043;"МОУ ""СОШ № 40""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++-++++++++-++--++;+;+;-;+;+;+;+;+;+;+;+;-;+;+;-;-;+;+;0(2)0(2);0;0;;14;63;0;4
1;247053;"МОУ ""СОШ № 43""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;22;100;0;5
1;247053;"МОУ ""СОШ № 43""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;++++--++-----+--++;+;+;+;+;-;-;+;+;-;-;-;-;-;+;-;-;+;+;0(2)0(2);0;0;;9;40;0;3
1;247083;"МОУ ""СОШ № 84""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;--+++++++++++++-++;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;2(2)2(2);2;2;;19;86;0;5
1;247083;"МОУ ""СОШ № 84""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;-++-+++---+--+++--;-;+;+;-;+;+;+;-;-;-;+;-;-;+;+;+;-;-;0(2)0(2);0;0;;9;40;0;3
1;247133;"МОУ ""СОШ № 39""";Основная общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+++-++++++++-+++-+;+;+;+;-;+;+;+;+;+;+;+;+;-;+;+;+;-;+;0(2)0(2);0;0;;15;68;0;4
1;206013;МОУ СОШ № 3 г. Балашова Саратовской области;Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++-++-+++++-++--++;+;+;-;+;+;-;+;+;+;+;+;-;+;+;-;-;+;+;0(2)0(2);0;0;;13;59;0;4
