GIA;Код ОО;Краткое наименование ОО;Вид ОО;Тип ОО;Выпускник;Код предмета;Предмет;Вариант;Часть В;1_Часть В;2_Часть В;3_Часть В;4_Часть В;5_Часть В;6_Часть В;7_Часть В;8_Часть В;9_Часть В;10_Часть В;11_Часть В;12_Часть В;13_Часть В;14_Часть В;15_Часть В;16_Часть В;17_Часть В;18_Часть В;Часть С;1_Часть С;2_Часть С;Часть D;Первичный балл;% Оценка;Оцека по 100;Оцека по 5
1;238353;"МОУ ""СОШ ""Патриот"" с кадетскими классами""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;----+-++-----++--+;-;-;-;-;+;-;+;+;-;-;-;-;-;+;+;-;-;+;0(2)0(2);0;0;;6;27;0;3
1;238104;"МОУ ""ООШ п. Лощинный""";Основная общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;-+-++---+-+--++-+-;-;+;-;+;+;-;-;-;+;-;+;-;-;+;+;-;+;-;0(2)0(2);0;0;;8;36;0;3
1;238174;"МБОУ ""ООШ с. Старицкое""";Основная общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;++-++++++++++++-++;+;+;-;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;0(2)0(2);0;0;;16;72;0;4
1;238273;"МБОУ ""СОШ с. Липовка""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;+-++++++-++-++--++;+;-;+;+;+;+;+;+;-;+;+;-;+;+;-;-;+;+;0(2)0(2);0;0;;13;59;0;4
1;238293;"МОУ ""СОШ п. имени К. Маркса""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++-++-++-++--+-+++;+;+;-;+;+;-;+;+;-;+;+;-;-;+;-;+;+;+;0(2)0(2);0;0;;12;54;0;4
1;240023;МОУ СОШ № 3 имени В.Н. Щеголева;Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;-+-++-+++++-++++++;-;+;-;+;+;-;+;+;+;+;+;-;+;+;+;+;+;+;0(2)0(2);0;0;;14;63;0;4
1;242016;МОУ - Лицей № 2;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;-++--+++--+-++--++;-;+;+;-;-;+;+;+;-;-;+;-;+;+;-;-;+;+;0(2)0(2);0;0;;10;45;0;3
1;242023;"МОУ ""СОШ № 7""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+++---++--------+-;+;+;+;-;-;-;+;+;-;-;-;-;-;-;-;-;+;-;0(2)0(2);0;0;;6;27;0;3
1;242036;"МАОУ ""Лицей № 62"" Октябрьского района г. Саратова";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;+++++++-++++++++++;+;+;+;+;+;+;+;-;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;21;95;0;5
1;242043;"МОУ ""СОШ № 45""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;----+++-------+-+-;-;-;-;-;+;+;+;-;-;-;-;-;-;-;+;-;+;-;0(2)0(2);0;0;;5;22;0;3
1;252126;"ЧОУ ""ЛИЕН""";Лицей-интернат;Общеобразовательная школа-интернат;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;++++++-++-+++++-++;+;+;+;+;+;+;-;+;+;-;+;+;+;+;+;-;+;+;1(2)2(2);1;2;;18;81;0;5
1;243015;"МАОУ ""Гимназия № 4""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;-++++-+-++++++++++;-;+;+;+;+;-;+;-;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;19;86;0;5
1;243015;"МАОУ ""Гимназия № 4""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;1(2)1(2);1;1;;20;90;0;5
1;243016;"МОУ ""Лицей № 4""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;++-+++++++++++++++;+;+;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;1(2)1(2);1;1;;19;86;0;5
1;238153;"МБОУ ""СОШ № 33""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;22;100;0;5
1;238153;"МБОУ ""СОШ № 33""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;+++++++++++-++--++;+;+;+;+;+;+;+;+;+;+;+;-;+;+;-;-;+;+;1(2)2(2);1;2;;18;81;0;5
1;238194;"МАОУ ""ООШ № 29""";Основная общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;+++++++++++-++-+++;+;+;+;+;+;+;+;+;+;+;+;-;+;+;-;+;+;+;2(2)0(2);2;0;;18;81;0;5
1;238194;"МАОУ ""ООШ № 29""";Основная общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;83584;-++++++++-++++---+;-;+;+;+;+;+;+;+;+;-;+;+;+;+;-;-;-;+;0(2)0(2);0;0;;13;59;0;4
1;238353;"МОУ ""СОШ ""Патриот"" с кадетскими классами""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;++--+++-++---+++-+;+;+;-;-;+;+;+;-;+;+;-;-;-;+;+;+;-;+;0(2)0(2);0;0;;11;50;0;3
1;253023;"ФГКОУ ""СОШ № 152""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;-+--++++--+-----+-;-;+;-;-;+;+;+;+;-;-;+;-;-;-;-;-;+;-;2(2)0(2);2;0;;9;40;0;3
1;240013;"МОУ ""СОШ №2 городского округа ЗАТО Светлый Саратовской области""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;-+-+++++-++--++-++;-;+;-;+;+;+;+;+;-;+;+;-;-;+;+;-;+;+;0(2)2(2);0;2;;14;63;0;4
1;240013;"МОУ ""СОШ №2 городского округа ЗАТО Светлый Саратовской области""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;-++-+++++-+-----++;-;+;+;-;+;+;+;+;+;-;+;-;-;-;-;-;+;+;0(2)0(2);0;0;;10;45;0;3
1;240023;МОУ СОШ № 3 имени В.Н. Щеголева;Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;+++++-++-++++-+-++;+;+;+;+;+;-;+;+;-;+;+;+;+;-;+;-;+;+;2(2)2(2);2;2;;18;81;0;5
1;242015;"МАОУ ""Гимназия № 1"" г. Саратова";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++-+++++-+---+-+--;+;+;-;+;+;+;+;+;-;+;-;-;-;+;-;+;-;-;1(2)0(2);1;0;;11;50;0;3
1;242016;МОУ - Лицей № 2;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;+++-+++++-++++++++;+;+;+;-;+;+;+;+;+;-;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;20;90;0;5
1;242023;"МОУ ""СОШ № 7""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;++++++++++++-++-++;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;-;+;+;0(2)0(2);0;0;;16;72;0;4
1;242036;"МАОУ ""Лицей № 62"" Октябрьского района г. Саратова";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+++++-++++++++-+++;+;+;+;+;+;-;+;+;+;+;+;+;+;+;-;+;+;+;0(2)1(2);0;1;;17;77;0;4
1;243015;"МАОУ ""Гимназия № 4""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;+++-++-+++++++++++;+;+;+;-;+;+;-;+;+;+;+;+;+;+;+;+;+;+;1(2)2(2);1;2;;19;86;0;5
1;243036;"МОУ ""Лицей № 107""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;+++-+-+++--+-++-+-;+;+;+;-;+;-;+;+;+;-;-;+;-;+;+;-;+;-;1(2)2(2);1;2;;14;63;0;4
1;243053;"МОУ ""СОШ № 66 им. Н.И. Вавилова""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;---++-++-+++-++-++;-;-;-;+;+;-;+;+;-;+;+;+;-;+;+;-;+;+;0(2)0(2);0;0;;11;50;0;3
1;243056;МОУ Восточно-Европейский лицей;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;+++-++----++---+--;+;+;+;-;+;+;-;-;-;-;+;+;-;-;-;+;-;-;0(2)0(2);0;0;;8;36;0;3
1;243056;МОУ Восточно-Европейский лицей;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;+++++-++-+--++--++;+;+;+;+;+;-;+;+;-;+;-;-;+;+;-;-;+;+;0(2)0(2);0;0;;12;54;0;4
1;244015;"МАОУ ""Гимназия № 3""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;++++++++++++++-+++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;+;2(2)2(2);2;2;;21;95;0;5
1;244015;"МАОУ ""Гимназия № 3""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+++++-++--++++++++;+;+;+;+;+;-;+;+;-;-;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;19;86;0;5
1;244016;"МАОУ ""Лицей № 37""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+-+++--++++++++-++;+;-;+;+;+;-;-;+;+;+;+;+;+;+;+;-;+;+;2(2)2(2);2;2;;18;81;0;5
1;244033;"МОУ ""СОШ № 77""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;+-+++-+++-+--+++++;+;-;+;+;+;-;+;+;+;-;+;-;-;+;+;+;+;+;1(2)2(2);1;2;;16;72;0;4
1;244033;"МОУ ""СОШ № 77""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;++++++-+++++++++++;+;+;+;+;+;+;-;+;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;21;95;0;5
1;245026;"МАОУ ""Лицей ""Солярис""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;++++-+++++-+--++-+;+;+;+;+;-;+;+;+;+;+;-;+;-;-;+;+;-;+;0(2)0(2);0;0;;13;59;0;4
1;238073;"МБОУ ""СОШ № 18""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;-++++++++++++++-++;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;0(2)2(2);0;2;;18;81;0;5
1;238103;"МОУ ""СОШ № 21""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+++++-+++--++++-++;+;+;+;+;+;-;+;+;+;-;-;+;+;+;+;-;+;+;2(2)2(2);2;2;;18;81;0;5
1;238103;"МОУ ""СОШ № 21""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;+-+-+++++-+-++-++-;+;-;+;-;+;+;+;+;+;-;+;-;+;+;-;+;+;-;0(2)2(2);0;2;;14;63;0;4
1;238353;"МОУ ""СОШ ""Патриот"" с кадетскими классами""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;+-+++++++++++++---;+;-;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;0(2)0(2);0;0;;14;63;0;4
1;238353;"МОУ ""СОШ ""Патриот"" с кадетскими классами""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;++++++++-+-+++++-+;+;+;+;+;+;+;+;+;-;+;-;+;+;+;+;+;-;+;2(2)2(2);2;2;;19;86;0;5
1;253023;"ФГКОУ ""СОШ № 152""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+++++++++++-+--+++;+;+;+;+;+;+;+;+;+;+;+;-;+;-;-;+;+;+;2(2)1(2);2;1;;18;81;0;5
1;238273;"МБОУ ""СОШ с. Липовка""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+++++++-+-++++--++;+;+;+;+;+;+;+;-;+;-;+;+;+;+;-;-;+;+;0(2)0(2);0;0;;14;63;0;4
1;238343;"МОУ ""СОШ с. Шумейка""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+++++-++--+++++++-;+;+;+;+;+;-;+;+;-;-;+;+;+;+;+;+;+;-;0(2)0(2);0;0;;14;63;0;4
1;242016;МОУ - Лицей № 2;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++++++++++--++--++;+;+;+;+;+;+;+;+;+;+;-;-;+;+;-;-;+;+;0(2)0(2);0;0;;14;63;0;4
1;242016;МОУ - Лицей № 2;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+++++++++-+-+++-++;+;+;+;+;+;+;+;+;+;-;+;-;+;+;+;-;+;+;1(2)0(2);1;0;;16;72;0;4
1;242017;"МОУ ""СОШ № 95 с УИОП""";Средняя общеобразовательная школа с углубленным изучением отдельных предметов;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;+++-+++++-+-+++-+-;+;+;+;-;+;+;+;+;+;-;+;-;+;+;+;-;+;-;1(2)2(2);1;2;;16;72;0;4
1;242023;"МОУ ""СОШ № 7""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+++-----+---------;+;+;+;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;0(2)0(2);0;0;;4;18;0;3
1;242026;"МАОУ ""Лицей № 3 им. А.С.Пушкина""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;++++++++++-+++++++;+;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;+;+;2(2)2(2);2;2;;21;95;0;5
1;242026;"МАОУ ""Лицей № 3 им. А.С.Пушкина""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++-++++++++-++++++;+;+;-;+;+;+;+;+;+;+;+;-;+;+;+;+;+;+;2(2)2(2);2;2;;20;90;0;5
1;242036;"МАОУ ""Лицей № 62"" Октябрьского района г. Саратова";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;-+-++-+-+++--++---;-;+;-;+;+;-;+;-;+;+;+;-;-;+;+;-;-;-;0(2)2(2);0;2;;11;50;0;3
1;242053;"МОУ ""СОШ № 82"" г. Саратова";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;+++---+---+-+++-++;+;+;+;-;-;-;+;-;-;-;+;-;+;+;+;-;+;+;0(2)2(2);0;2;;12;54;0;4
1;242063;"МОУ ""СОШ № 97""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;+++-+++-+++++++-++;+;+;+;-;+;+;+;-;+;+;+;+;+;+;+;-;+;+;0(2)0(2);0;0;;15;68;0;4
1;252126;"ЧОУ ""ЛИЕН""";Лицей-интернат;Общеобразовательная школа-интернат;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;1(2)2(2);1;2;;21;95;0;5
1;252126;"ЧОУ ""ЛИЕН""";Лицей-интернат;Общеобразовательная школа-интернат;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+++++--+++++-+++-+;+;+;+;+;+;-;-;+;+;+;+;+;-;+;+;+;-;+;0(2)1(2);0;1;;15;68;0;4
1;252126;"ЧОУ ""ЛИЕН""";Лицей-интернат;Общеобразовательная школа-интернат;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;++--+++++---++-+++;+;+;-;-;+;+;+;+;+;-;-;-;+;+;-;+;+;+;2(2)0(2);2;0;;14;63;0;4
1;243013;"МОУ ""СОШ № 8""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++-+-++++++-++++++;+;+;-;+;-;+;+;+;+;+;+;-;+;+;+;+;+;+;0(2)0(2);0;0;;15;68;0;4
1;243015;"МАОУ ""Гимназия № 4""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;+++++++++++-++--++;+;+;+;+;+;+;+;+;+;+;+;-;+;+;-;-;+;+;1(2)0(2);1;0;;16;72;0;4
1;243015;"МАОУ ""Гимназия № 4""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;22;100;0;5
1;243015;"МАОУ ""Гимназия № 4""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;+-++++++++++++++++;+;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;21;95;0;5
1;246026;МОУ;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;82730;++-++--++-+++---++;+;+;-;+;+;-;-;+;+;-;+;+;+;-;-;-;+;+;0(2)0(2);0;0;;11;50;0;3
1;246036;"МОУ ""Лицей № 50""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+--+++++-+++-+-+-+;+;-;-;+;+;+;+;+;-;+;+;+;-;+;-;+;-;+;1(2)1(2);1;1;;14;63;0;4
1;246046;"МАОУ ""МБЛ"" г. Саратова";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;++++++++++++-+-+++;+;+;+;+;+;+;+;+;+;+;+;+;-;+;-;+;+;+;2(2)2(2);2;2;;20;90;0;5
1;246046;"МАОУ ""МБЛ"" г. Саратова";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;22;100;0;5
1;246073;"МОУ ""СОШ № 55"" Ленинского района города Саратова";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;--+-+-+++-++++++++;-;-;+;-;+;-;+;+;+;-;+;+;+;+;+;+;+;+;0(2)0(2);0;0;;13;59;0;4
1;246073;"МОУ ""СОШ № 55"" Ленинского района города Саратова";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;-++-++++--++++--++;-;+;+;-;+;+;+;+;-;-;+;+;+;+;-;-;+;+;0(2)2(2);0;2;;14;63;0;4
1;246093;"МОУ""СОШ № 61""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;+++-++++-+++-+++++;+;+;+;-;+;+;+;+;-;+;+;+;-;+;+;+;+;+;0(2)0(2);0;0;;15;68;0;4
1;246093;"МОУ""СОШ № 61""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+++++-+++-++-+-+++;+;+;+;+;+;-;+;+;+;-;+;+;-;+;-;+;+;+;0(2)0(2);0;0;;14;63;0;4
1;246113;"МОУ ""СОШ № 75""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+-+++++++++++++-++;+;-;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;2(2)2(2);2;2;;20;90;0;5
1;246113;"МОУ ""СОШ № 75""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;+++++++++++-++--++;+;+;+;+;+;+;+;+;+;+;+;-;+;+;-;-;+;+;2(2)2(2);2;2;;19;86;0;5
1;246183;"МОУ ""СОШ № 102""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;+-++------+--+----;+;-;+;+;-;-;-;-;-;-;+;-;-;+;-;-;-;-;0(2)0(2);0;0;;5;22;0;3
1;247015;"МОУ ""ГИМНАЗИЯ № 5""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+++++++++++++-+-++;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;-;+;+;0(2)1(2);0;1;;17;77;0;4
1;247015;"МОУ ""ГИМНАЗИЯ № 5""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;++++++-+++++++++++;+;+;+;+;+;+;-;+;+;+;+;+;+;+;+;+;+;+;1(2)0(2);1;0;;18;81;0;5
1;247015;"МОУ ""ГИМНАЗИЯ № 5""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++-++++++++++++-++;+;+;-;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;2(2)2(2);2;2;;20;90;0;5
1;247015;"МОУ ""ГИМНАЗИЯ № 5""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;+++++++++++-+---++;+;+;+;+;+;+;+;+;+;+;+;-;+;-;-;-;+;+;1(2)0(2);1;0;;15;68;0;4
1;247016;МБОУ Лицей № 15 Заводского района г. Саратова;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;+++++++++--+++-+++;+;+;+;+;+;+;+;+;+;-;-;+;+;+;-;+;+;+;1(2)2(2);1;2;;18;81;0;5
1;247016;МБОУ Лицей № 15 Заводского района г. Саратова;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;-+++++++++--++++++;-;+;+;+;+;+;+;+;+;+;-;-;+;+;+;+;+;+;1(2)2(2);1;2;;18;81;0;5
1;247027;"МОУ ""СОШ № 59 с углубленным изучением предметов""";Средняя общеобразовательная школа с углубленным изучением отдельных предметов;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;++++++++++-+-++-++;+;+;+;+;+;+;+;+;+;+;-;+;-;+;+;-;+;+;2(2)1(2);2;1;;18;81;0;5
1;247043;"МОУ ""СОШ № 40""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;++++-+++++-+-++---;+;+;+;+;-;+;+;+;+;+;-;+;-;+;+;-;-;-;0(2)2(2);0;2;;14;63;0;4
1;247043;"МОУ ""СОШ № 40""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;++++++-+++---+++++;+;+;+;+;+;+;-;+;+;+;-;-;-;+;+;+;+;+;0(2)0(2);0;0;;14;63;0;4
1;247043;"МОУ ""СОШ № 40""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+++++++++-+++++-++;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;-;+;+;0(2)0(2);0;0;;16;72;0;4
1;247043;"МОУ ""СОШ № 40""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+++-+-++++-+-+--++;+;+;+;-;+;-;+;+;+;+;-;+;-;+;-;-;+;+;0(2)0(2);0;0;;12;54;0;4
1;247044;"МОУ ""ООШ № 78""";Основная общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;83584;-++-+-+++-++-+--++;-;+;+;-;+;-;+;+;+;-;+;+;-;+;-;-;+;+;0(2)0(2);0;0;;11;50;0;3
1;247053;"МОУ ""СОШ № 43""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;-++++++++-+-++++++;-;+;+;+;+;+;+;+;+;-;+;-;+;+;+;+;+;+;0(2)0(2);0;0;;15;68;0;4
1;243025;"МОУ ""Гимназия № 7""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+++++-++--+++++-+-;+;+;+;+;+;-;+;+;-;-;+;+;+;+;+;-;+;-;0(2)2(2);0;2;;15;68;0;4
1;243026;"МОУ ""Лицей прикладных наук""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;++++++++++++-+++++;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;2(2)2(2);2;2;;21;95;0;5
1;243036;"МОУ ""Лицей № 107""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++++++++++---+--++;+;+;+;+;+;+;+;+;+;+;-;-;-;+;-;-;+;+;2(2)2(2);2;2;;17;77;0;4
1;243043;"МОУ ""СОШ № 11""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;++++-++++++----+++;+;+;+;+;-;+;+;+;+;+;+;-;-;-;-;+;+;+;0(2)0(2);0;0;;13;59;0;4
1;243043;"МОУ ""СОШ № 11""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;-+-+++++-+---+--++;-;+;-;+;+;+;+;+;-;+;-;-;-;+;-;-;+;+;1(2)0(2);1;0;;11;50;0;3
1;243053;"МОУ ""СОШ № 66 им. Н.И. Вавилова""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;-+-+++--++++----++;-;+;-;+;+;+;-;-;+;+;+;+;-;-;-;-;+;+;2(2)0(2);2;0;;12;54;0;4
